,Make,Model,Variant,Ex-Showroom_Price(in lakhs),Displacement(in cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity (in litres),Fuel_Type,Height (in mm),Length(in mm),Width(in mm),Body_Type,Doors,City_Mileage (in km/litre),Highway_Mileage (in km/litre),ARAI_Certified_Mileage (in km/litre),Kerb_Weight (in kg),Gears,Ground_Clearance(in mm),Seating_Capacity,Wheelbase (in mm),Boot_Space (in litres)
0,Tata,Nano Genx,Xt,2.93,624,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24,Petrol,1652,3164,1750,Hatchback,5,23.6,,23.6,660,4,180,4,2230,110
1,Tata,Nano Genx,Xe,2.36,624,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24,Petrol,1652,3164,1750,Hatchback,5,23.6,,23.6,725,4,180,4,2230,110
2,Tata,Nano Genx,Emax Xm,2.97,624,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,15,CNG,1652,3164,1750,Hatchback,4,,,,710,4,180,4,2230,110
3,Tata,Nano Genx,Xta,3.35,624,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24,Petrol,1652,3164,1750,Hatchback,5,23.6,,21.9,725,5,180,4,2230,94
4,Tata,Nano Genx,Xm,2.72,624,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24,Petrol,1652,3164,1750,Hatchback,5,23.6,,23.6,725,4,180,4,2230,110
5,Tata,Nano Genx,Xma,3.15,624,2,2,RWD (Rear Wheel Drive),In-line,BS IV,"Rear, Transverse",Injection,24,Petrol,1652,3164,1750,Hatchback,5,23.6,,21.9,710,5,180,4,2230,94
6,Datsun,Redi-Go,D,2.8,799,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28,Petrol,1541,3429,1560,Hatchback,5,21.38,24,25.17,,5,185,5,2348,222
7,Datsun,Redi-Go,T,3.52,799,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28,Petrol,1541,3429,1560,Hatchback,5,21.38,24,25.17,,5,185,5,2348,222
8,Datsun,Redi-Go,A,3.33,799,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28,Petrol,1541,3429,1560,Hatchback,5,21.38,24,25.17,,5,185,5,2348,222
9,Datsun,Redi-Go,S,3.62,799,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28,Petrol,1541,3429,1560,Hatchback,5,21.38,24,25.17,,5,185,5,2348,222
10,Datsun,Redi-Go,1.0 S,3.9,999,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28,Petrol,1541,3429,1560,Hatchback,5,,,22.5,,5,185,5,2348,222
11,Datsun,Redi-Go,1.0 S Amt,4.37,999,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28,Petrol,1541,3429,1560,Hatchback,5,,,23,,5,185,5,2348,222
12,Renault,Kwid,Rxe 0.8,3.53,799,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,25.17,669,6,184,5,2422,300
13,Renault,Kwid,Std 0.8,2.83,799,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,25.17,669,5,184,5,2442,300
14,Renault,Kwid,Rxl 0.8,3.83,799,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,25.17,669,5,184,5,2422,300
15,Renault,Kwid,Rxt 0.8,4.13,799,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,28,Petrol,1490,3731,1580,Hatchback,5,25.17,,25.17,669,5,184,5,2422,300
16,Renault,Kwid,Rxt 1.0,4.33,999,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,23.01,669,5,184,5,2422,300
17,Renault,Kwid,Climber 1.0 Mt,4.54,999,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,23.01,669,5,184,5,2422,300
18,Renault,Kwid,Rxt Amt 1.0,4.63,999,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,24.04,669,,184,5,2422,300
19,Renault,Kwid,Climber Amt 1.0,4.84,999,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,24.04,669,,184,5,2422,300
20,Renault,Kwid,Rxt (O) 1.0,4.41,999,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,23.01,669,5,184,5,2422,300
21,Renault,Kwid,Rxt (O) Amt 1.0,4.71,999,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,23.01,669,5,184,5,2422,300
22,Renault,Kwid,Climber (O) Mt 1.0,4.62,999,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,23.01,669,5,184,5,2422,300
23,Renault,Kwid,Climber (O) Amt 1.0,4.92,999,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,28,Petrol,1490,3731,1579,Hatchback,5,25.17,,24.04,669,,184,5,2422,300
24,Maruti Suzuki,Eeco,5 Str,3.52,1196,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,40,Petrol,1800,3675,1475,MPV,5,12,15,15,920,5,160,5,2350,400
25,Maruti Suzuki,Eeco,7 Str,3.81,1196,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,40,Petrol,1800,3675,1475,MPV,5,12,15,15,940,5,160,7,2350,250
26,Maruti Suzuki,Eeco,5 Str With Ac+Htr,3.93,1196,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,40,Petrol,1800,3675,1475,MPV,5,11,15,15,928,5,160,5,2350,400
27,Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,4.66,1196,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,40,CNG,1800,3675,1475,MPV,5,,,,1050,5,160,5,2350,400
28,Maruti Suzuki,Eeco,5 Str With Htr Cng,4.25,1196,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,40,CNG,1800,3675,1475,MPV,5,,,,1030,5,160,5,2350,400
29,Maruti Suzuki,Alto K10,Lxi,3.78,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5,14,17,24.07,745,5,160,5,2360,177
30,Maruti Suzuki,Alto K10,Vxi,3.94,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5,14,17,24.07,750,5,160,5,2360,177
31,Maruti Suzuki,Alto K10,Lx,3.61,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5,19,24.07,24.07,740,5,160,5,2360,177
32,Maruti Suzuki,Alto K10,Vxi (O),4.07,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1460,3620,1475,Hatchback,5,14,17,24.07,755,5,160,5,2360,177
33,Maruti Suzuki,Alto K10,Lxi Cng (O),4.4,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,CNG,1475,3545,1490,Hatchback,5,,,,740,5,160,5,2360,177
34,Maruti Suzuki,Alto K10,Vxi Amt (O),4.39,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1475,3545,1490,Hatchback,5,14,17,24.07,755,5,160,5,2360,177
35,Datsun,Go,D,3.75,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,,,20.1,864,5,180,5,2450,265
36,Datsun,Go,T,4.68,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,,,20.1,864,5,180,5,2450,265
37,Datsun,Go,T (O),5.02,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,,20.1,864,5,180,5,2450,265
38,Datsun,Go,A (O),5,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,,20.1,864,5,180,5,2450,265
39,Datsun,Go,A,4.7,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,,20.1,864,5,180,5,2450,265
40,Datsun,Go,T Vdc,5.28,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,,,20.1,864,5,180,5,2450,265
41,Datsun,Go,T (O) Vdc,5.53,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,,20.1,864,5,180,5,2450,265
42,Datsun,Go,T Cvt,5.94,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,,,20.1,864,5,180,5,2450,265
43,Datsun,Go,T (O) Cvt,6.18,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1507,3788,1636,Hatchback,5,20.6,,20.1,864,5,180,5,2450,265
44,Maruti Suzuki,Celerio Tour,H2,4.22,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5,23,,23.1,830,5,165,5,2425,235
45,Maruti Suzuki,Celerio Tour,H2 Cng,4.81,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,CNG,1560,3695,1600,Hatchback,5,,,,915,5,165,5,2425,235
46,Hyundai,Santro,Era Mt,4.3,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,,,20.3,,5,,5,2400,
47,Hyundai,Santro,Magna Mt,5.04,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,,,20.3,,5,,5,2400,
48,Hyundai,Santro,Magna Mt Cng,5.48,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,CNG,1560,3610,1645,Hatchback,4,,,,,5,,5,2400,
49,Hyundai,Santro,Magna Amt,5.31,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,,,20.3,,5,,5,2400,
50,Hyundai,Santro,Sportz Mt,5.13,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,,,20.3,,5,,5,2400,
51,Hyundai,Santro,Sportz Mt Cng,5.79,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,CNG,1560,3610,1645,Hatchback,4,,,,,5,,5,2400,
52,Hyundai,Santro,Sportz Amt,5.71,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,,,20.3,,5,,5,2400,
53,Hyundai,Santro,Asta Mt,5.56,1086,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3610,1645,Hatchback,4,,,20.3,,5,,5,2400,
54,Tata,Tiago,Revotron Xe,4.6,1199,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35,Petrol,1535,3765,1677,Hatchback,5,,,23,935,5,,5,2400,
55,Tata,Tiago,Revotron Xt,5.2,1199,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23,23,930,5,170,5,2400,242
56,Tata,Tiago,Revotron Xz,5.7,1199,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23,23,930,5,170,5,2400,242
57,Tata,Tiago,Revotron Xz Plus,5.99,1199,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23,23,930,5,170,5,2400,242
58,Tata,Tiago,Revotron Xz Plus Dual Tone,6.1,1199,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,23,23,930,5,170,5,2400,242
59,Tata,Tiago,Revotron Xza,6.2,1199,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,24,24,930,5,170,5,2400,240
60,Tata,Tiago,Revotron Xza Plus,6.49,1199,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,24,24,930,5,170,5,2400,240
61,Tata,Tiago,Revotron Xza Plus Dual Tone,6.6,1199,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,35,Petrol,1535,3746,1647,Hatchback,5,23.84,24,24,930,5,170,5,2400,240
62,Maruti Suzuki,Celerio X,Vxi (O),4.81,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5,23,22,23.1,810,5,165,5,2425,235
63,Maruti Suzuki,Celerio X,Vxi,4.75,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5,23,22,23.1,810,5,165,5,2425,235
64,Maruti Suzuki,Celerio X,Vxi Amt,5.18,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5,23,22,23.1,810,5,165,5,2425,235
65,Maruti Suzuki,Celerio X,Vxi Amt (O),5.24,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5,23,22,23.1,810,5,165,5,2425,235
66,Maruti Suzuki,Celerio X,Zxi,5,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5,23,22,23.1,810,5,165,5,2425,235
67,Maruti Suzuki,Celerio X,Zxi (O),5.4,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5,23,22,23.1,810,5,165,5,2425,235
68,Maruti Suzuki,Celerio X,Zxi Amt,5.43,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5,23,22,23.1,810,5,165,5,2425,235
69,Maruti Suzuki,Celerio X,Zxi Amt (O),5.52,998,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1560,3600,1600,Hatchback,5,23,22,23.1,810,5,165,5,2425,235
70,Maruti Suzuki,Ignis,Alpha 1.2 Amt,7.14,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32,Petrol,1595,3700,1690,Hatchback,5,20.89,,20.89,860,,180,5,2435,260
71,Maruti Suzuki,Ignis,Alpha 1.2 Mt,6.67,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32,Petrol,1595,3700,1690,Hatchback,5,20.89,,20.89,860,,180,5,2435,260
72,Maruti Suzuki,Ignis,Delta 1.2 Amt,6.08,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32,Petrol,1595,3700,1690,Hatchback,5,20.89,20.89,20.89,825,5,180,5,2435,260
73,Maruti Suzuki,Ignis,Delta 1.2 Mt,5.61,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32,Petrol,1595,3700,1690,Hatchback,5,20.89,20.89,20.89,825,5,180,5,2435,260
74,Maruti Suzuki,Ignis,Sigma 1.2 Mt,4.83,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32,Petrol,1595,3700,1690,Hatchback,5,20.89,,20.89,825,,180,5,2435,260
75,Maruti Suzuki,Ignis,Zeta 1.2 Amt,6.3,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32,Petrol,1595,3700,1690,Hatchback,5,15.1,,20.89,,,180,5,2435,260
76,Maruti Suzuki,Ignis,Zeta 1.2 Mt,5.83,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,32,Petrol,1595,3700,1690,Hatchback,5,20.89,,20.89,,,180,5,2435,260
77,Renault,Triber,Rxe,4.95,999,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,40,Petrol,1643,3990,1739,MUV,5,,,20.5,947,5,182,7,2636,625
78,Renault,Triber,Rxl,5.59,999,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,40,Petrol,1643,3990,1739,MUV,5,,,20.5,947,5,182,7,2636,625
79,Renault,Triber,Rxt,6.09,999,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,40,Petrol,1643,3990,1739,MUV,5,,,20.5,947,5,182,7,2636,625
80,Renault,Triber,Rxz,6.63,999,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,40,Petrol,1643,3990,1739,MUV,5,,,20.5,947,5,182,7,2636,625
81,Premier,Rio,Gx,5.06,1173,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,46,Petrol,1730,3970,1570,SUV,5,13,16,16,1080,5,200,5,2420,454
82,Premier,Rio,Ex,5.69,1489,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,46,Diesel,1730,3970,1570,SUV,5,12,16,16,1145,5,200,5,2420,454
83,Premier,Rio,Glx,6.7,1173,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,46,Petrol,1730,3970,1570,SUV,5,13,16,16,1080,5,200,5,2420,454
84,Premier,Rio,Dx,6.03,1489,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,46,Diesel,1730,3970,1570,SUV,5,12,16,16,1145,5,200,5,2420,454
85,Premier,Rio,Lx,7.39,1489,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,46,Diesel,1730,3970,1570,SUV,5,12,16,16,1145,5,200,5,2420,454
86,Premier,Rio,Crdi4,7.39,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,46,Diesel,1730,3970,1570,SUV,5,20,23.7,23.7,1145,5,200,5,2420,454
87,Toyota,Etios Liva,G,5.2,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,3884,1695,Hatchback,5,15.1,17.71,18.16,895,5,170,5,2460,251
88,Toyota,Etios Liva,V,5.81,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,3884,1695,Hatchback,5,15.1,18.16,18.16,895,5,170,5,2460,251
89,Toyota,Etios Liva,Gd,6.48,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.3,23.59,23.59,895,5,170,5,2460,251
90,Toyota,Etios Liva,Vx,6.3,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,3884,1695,Hatchback,5,15.1,17.71,18.16,895,5,170,5,2460,251
91,Toyota,Etios Liva,Vxd,7.45,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.3,23.08,23.59,895,5,170,5,2460,251
92,Toyota,Etios Liva,Vd,7.04,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.3,23.08,23.59,895,5,170,5,2460,251
93,Toyota,Etios Liva,Dual Tone V,5.98,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,3884,1695,Hatchback,5,15.1,18.16,18.16,895,5,170,5,2460,251
94,Toyota,Etios Liva,Dual Tone Vd,7.21,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.3,23.08,23.59,895,5,170,5,2460,251
95,Toyota,Etios Liva,Dual Tone Vx,6.42,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,3884,1695,Hatchback,5,15.1,17.71,18.16,895,5,170,5,2460,251
96,Toyota,Etios Liva,Dual Tone Vxd,7.57,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.3,23.08,23.59,895,5,170,5,2460,251
97,Toyota,Etios Liva,Gx,5.58,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,3884,1695,Hatchback,5,15.1,17.71,18.16,895,5,170,5,2460,251
98,Toyota,Etios Liva,Gxd,6.86,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.3,23.59,23.59,895,5,170,5,2460,251
99,Toyota,Etios Liva,Vx Dual Tone Limited Edition,6.63,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Petrol,1510,3884,1695,Hatchback,5,15.1,17.71,18.16,895,5,170,5,2460,251
100,Toyota,Etios Liva,Vxd Dual Tone Limited Edition,7.78,1364,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45,Diesel,1510,3884,1695,Hatchback,5,20.3,23.08,23.59,895,5,170,5,2460,251
101,Nissan,Micra Active,Xl,5.25,1198,3,12,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41,Petrol,1530,3801,1665,Hatchback,5,,,18.97,,5,154,5,2450,251
102,Nissan,Micra Active,Xv,6,1198,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41,Petrol,1530,3801,1665,Hatchback,5,19.49,,19.49,,5,154,5,2450,251
103,Nissan,Micra Active,Xl (O),5.63,1198,3,12,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41,Petrol,1530,3801,1665,Hatchback,5,,,18.97,,5,154,5,2450,251
104,Tata,Bolt,Xt Diesel,7.88,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Diesel,1562,3825,1695,Hatchback,5,22.95,,22.95,1132,5,165,5,2470,210
105,Tata,Bolt,Xe Diesel,6.61,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Diesel,1562,3825,1695,Hatchback,5,22.95,,22.95,1132,5,165,5,2470,210
106,Tata,Bolt,Xm Diesel,6.94,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Diesel,1562,3825,1695,Hatchback,5,22.95,,22.95,1132,5,165,5,2470,210
107,Tata,Bolt,Xms Diesel,7.2,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Diesel,1562,3825,1695,Hatchback,5,22.95,,22.95,1132,5,165,5,2470,210
108,Tata,Bolt,Xt Petrol,6.75,1193,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Petrol,1562,3825,1695,Hatchback,5,17.57,,17.57,1095,5,165,5,2470,210
109,Tata,Bolt,Xe Petrol,5.29,1193,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Petrol,1562,3825,1695,Hatchback,5,17.57,,17.57,1095,5,165,5,2470,210
110,Tata,Bolt,Xm Petrol,5.9,1193,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Petrol,1562,3825,1695,Hatchback,5,17.57,,17.57,1095,5,165,5,2470,210
111,Tata,Bolt,Xms Petrol,6.15,1193,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,44,Petrol,1562,3825,1695,Hatchback,5,17.57,,17.57,1095,5,165,5,2470,210
112,Hyundai,Xcent Prime,Cng T + (Cng +,5.56,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43,CNG + Petrol,1520,3995,1660,Sedan,4,,,,1100,5,165,5,2425,407
113,Hyundai,Xcent Prime,T,5.37,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43,Petrol,1520,3995,1660,Sedan,4,,,15.7,1100,5,165,5,2425,407
114,Hyundai,Xcent Prime,T+,5.56,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43,Petrol,1520,3995,1660,Sedan,4,,15.7,,1100,5,165,5,2425,407
115,Hyundai,Xcent Prime,Cng T (Cng +,5.37,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43,CNG + Petrol,1520,3995,1660,Sedan,4,,,,1100,5,165,5,2425,407
116,Hyundai,Xcent Prime,T+ Crdi,6.4,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43,Diesel,1520,3995,1660,Sedan,4,,,20.14,1100,5,165,5,2425,407
117,Hyundai,Xcent Prime,T Crdi,6.2,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43,Diesel,1520,3995,1660,Sedan,4,,,20,1100,5,165,5,2425,407
118,Maruti Suzuki,Dzire Tour,Ldi,6.54,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Diesel,1555,3995,1695,Sedan,4,14.6,19.8,28.4,1045,,170,5,2430,320
119,Maruti Suzuki,Dzire Tour,Lxi,5.53,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,Petrol,1555,3995,1695,Sedan,4,16.3,19.1,22,935,5,170,5,2430,316
120,Maruti Suzuki,Dzire Tour,Lxi Cng,5.99,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42,CNG,1555,3995,1695,Sedan,4,,,,935,5,170,5,2430,316
