,Make,Model,Variant,Ex-Showroom_Price(in lakhs),Displacement(in cc),Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity (in litres),Fuel_Type,Height (in mm),Length(in mm),Width(in mm),Body_Type,Doors,City_Mileage (in km/litre),Highway_Mileage (in km/litre),ARAI_Certified_Mileage (in km/litre),Kerb_Weight (in kg),Gears,Ground_Clearance(in mm),Seating_Capacity,Wheelbase (in mm),Boot_Space (in litres)
993,Mg,Hector,2.0L Style,13.48,2000,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1760,4655,1835,SUV,5,,,17.41,,6,192,5,2750,
994,Mg,Hector,2.0L Super,14.48,2000,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1760,4655,1835,SUV,5,,,17.41,,6,192,5,2750,
995,Mg,Hector,2.0L Smart,15.88,2000,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1760,4655,1835,SUV,5,,,17.41,,6,192,5,2750,
996,Mg,Hector,2.0L Sharp,17.28,2000,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1760,4655,1835,SUV,5,,,17.41,,6,192,5,2750,
997,Mg,Hector,1.5L Super,13.28,1500,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Petrol,1760,4655,1835,SUV,5,,,,,6,192,5,2750,
998,Mg,Hector,1.5L Super Hybrid,13.88,1500,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Hybrid,1760,4655,1835,SUV,5,,,,,6,192,5,2750,
999,Mg,Hector,1.5L Sharp Hybrid,16.28,1500,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Hybrid,1760,4655,1835,SUV,5,,,,,6,192,5,2750,
1000,Mg,Hector,1.5L Smart Hybrid,14.98,1500,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Hybrid,1760,4655,1835,SUV,5,,,,,6,192,5,2750,
1001,Mg,Hector,1.5L Smart Dct,15.68,1500,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Petrol,1760,4655,1835,SUV,5,,,,,6,192,5,2750,
1002,Mg,Hector,1.5L Sharp Dct,17.18,1500,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Petrol,1760,4655,1835,SUV,5,,,,,6,192,5,2750,
1003,Tata,Nexon Ev,Xm,13.99,,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,,Electric,1607,3994,1811,SUV,5,,,,,,205,5,2498,
1004,Tata,Nexon Ev,Xz Plus,14.99,,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,,Electric,1607,3994,1811,SUV,5,,,,,,205,5,2498,
1005,Tata,Nexon Ev,Xz Plus Lux,15.99,,,,FWD (Front Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,,Electric,1607,3994,1811,SUV,5,,,,,,205,5,2498,
1006,Hyundai,Elantra,S,15.89,1999,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,50,Petrol,1465,4620,1800,Sedan,4,13.1,14.6,14.6,,6,,5,2700,
1007,Hyundai,Elantra,Sx,18.49,1999,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,50,Petrol,1465,4620,1800,Sedan,4,13.1,14.6,14.6,,6,,5,2700,
1008,Hyundai,Elantra,Sx At,19.49,1999,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,50,Petrol,1465,4620,1800,Sedan,4,13.1,14.6,14.6,,6,,5,2700,
1009,Hyundai,Elantra,Sx(O) At,20.39,1999,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,50,Petrol,1465,4620,1800,Sedan,4,13.1,14.6,14.6,,6,,5,2700,
1010,Hyundai,Tucson,2Wd Mt Diesel,20.8,1995,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62,Diesel,1660,4475,1850,SUV,5,16.38,18.42,18.42,,5,,5,2670,
1011,Hyundai,Tucson,2Wd Mt Petrol,18.77,1999,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62,Petrol,1660,4475,1850,SUV,5,13.3,13.03,13.03,,5,,5,2670,
1012,Hyundai,Tucson,2Wd At Gl Diesel,23.64,1995,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62,Diesel,1660,4475,1850,SUV,5,16.38,16.38,16.38,,5,,5,2670,
1013,Hyundai,Tucson,2Wd At Gl Petrol,21.87,1999,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62,Petrol,1660,4475,1850,SUV,5,13.3,12.95,12.95,,5,,5,2670,
1014,Hyundai,Tucson,4Wd At Gls Diesel,26.97,1995,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62,Diesel,1660,4475,1850,SUV,5,16.38,16.38,16.38,,5,,5,2670,
1015,Hyundai,Tucson,2Wd At Gls Petrol,23.74,1999,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62,Petrol,1660,4475,1850,SUV,5,13.3,12.95,12.95,,5,,5,2670,
1016,Hyundai,Tucson,2Wd At Gl(O) Petrol,22.47,1999,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62,Petrol,1660,4475,1850,SUV,5,13.3,12.95,12.95,,5,,5,2670,
1017,Hyundai,Tucson,2Wd At Gl(O) Diesel,24.24,1995,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62,Diesel,1660,4475,1850,SUV,5,16.38,16.38,16.38,,5,,5,2670,
1018,Volkswagen,Passat,2.0 Tdi Comfortline,30.22,1968,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1456,4767,1832,Sedan,4,,,17.42,1535,7,,5,2786,586
1019,Volkswagen,Passat,2.0 Tdi Highline,33.22,1968,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Diesel,1456,4767,1832,Sedan,4,,,17.42,1550,7,,5,2786,586
1020,Volkswagen,Passat,2.0 Tdi Comfortline Connect,25.99,1968,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1456,4767,1832,Sedan,4,,,17.42,1535,7,,5,2786,586
1021,Volkswagen,Passat,2.0 Tdi Highline Connect,28.99,1968,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66,Diesel,1456,4767,1832,Sedan,4,,,17.42,1550,7,,5,2786,586
1022,,Mercedes-Benz A-Class,180,27.85,1595,4,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Petrol,1433,4292,1780,Hatchback,5,12.03,15.5,15.5,1395,7,160,5,2699,341
1023,,Mercedes-Benz A-Class,200D,28.87,2143,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50,Diesel,1433,4292,2022,Hatchback,5,12.03,15.5,15.5,1515,7,160,5,2699,341
1024,Volvo,V40 Cross Country,D3,32.83,1984,5,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60,Diesel,1458,4370,1783,Hatchback,5,13.05,16.8,16.8,1607,6,132,5,2646,324
1025,Volvo,V40 Cross Country,T4,29.62,1596,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,50,Petrol,1470,4370,1857,Hatchback,5,12,16,16,1587,6,132,5,2646,324
1026,Mini,Countryman,Cooper S,34.9,1998,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,47,Petrol,1557,4299,1822,Hatchback,5,,,14.41,,8,,5,2670,350
1027,Mini,Countryman,Cooper Sd,37.4,1998,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,47,Diesel,1557,4299,1822,Hatchback,5,,,19.19,,8,,5,2670,350
1028,Mini,Countryman,Cooper S Jcw Inspired,41.4,1998,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,47,Petrol,1557,4299,1822,Hatchback,5,,,14.41,,8,,5,2670,350
1029,Mini,Countryman,Black Edition,42.4,1998,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,47,Petrol,1557,4299,1822,Hatchback,5,,,14.41,,8,,5,2670,350
1030,,Mercedes-Benz C-Class,C 220D Prime,40.2,1950,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,66,Diesel,1442,4686,1810,Sedan,4,,,12.06,1655,9,157,5,2840,480
1031,,Mercedes-Benz C-Class,C 220D Progressive,46.7,1950,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,66,Diesel,1442,4686,1810,Sedan,4,,,12.06,1655,9,157,5,2840,480
1032,,Mercedes-Benz C-Class,C 300D Amg Line,49.75,1950,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,66,Diesel,1442,4686,1810,Sedan,4,,,16.05,1655,9,157,5,2840,480
1033,,Mercedes-Benz C-Class,C 43 Amg,75,3982,8,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,66,Petrol,1426,4756,1839,Coupe,4,,,1449,1730,7,112,5,2840,435
1034,,Mercedes-Benz C-Class,C 200 Prime,40.9,1497,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,66,Petrol,1442,4686,1810,Sedan,4,,,12.06,1655,9,157,5,2840,480
1035,,Mercedes-Benz C-Class,C 200 Progressive,46.54,1497,4,4,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,66,Petrol,1442,4686,1810,Sedan,4,,,12.06,1655,9,157,5,2840,480
1036,Toyota,Prius,Z8,45.09,1798,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43,Hybrid,1490,4540,1760,Sedan,4,15.1,18.7,23.9,,5,165,5,2700,
1037,Lexus,Es,300H,56.95,2487,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Hybrid,1445,4975,1865,Sedan,4,17.8,,17.8,1670,,,5,2870,
1038,Lexus,Nx 300H,F-Sport,60.6,2494,6,4,AWD (All Wheel Drive),V,BS IV,"Front, Transverse",Injection,56,Petrol,1645,4.64,1.845,SUV,4,,,18.3,1905,,,5,2660,475
1039,Lexus,Nx 300H,Luxury,59.9,2494,6,4,AWD (All Wheel Drive),V,BS IV,"Front, Transverse",Injection,56,Petrol,1645,4640,1845,SUV,4,,,18.3,1785,,,5,2660,475
1040,Jaguar,F-Pace,Prestige,64.64,1999,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60,Diesel,1651,4731,2175,SUV,5,21.27,,16.38,1830,,213,5,2874,650
1041,Jaguar,F-Pace,Prestige Petrol,64.23,1997,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60,Petrol,1651,4731,2175,SUV,5,,,21.27,1830,,213,5,2874,650
1042,Volvo,V90 Cross Country,D5 Inscription,65.31,1969,4,4,AWD (All Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60,Diesel,1543,4950,2052,SUV,5,13.2,,17.2,2962,8,210,5,2941,530
1043,Audi,A5 Cabriolet,2.0 Tdi,69.48,1968,4,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,58,Diesel,1386,4733,1843,Convertible,2,,,17.2,1875,7,,4,,480
1044,,Mercedes-Benz Gle,300D 4Matic,73.7,1950,4,4,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,93,Diesel,1772,4924,2157,SUV,5,,,,,9,,5,2915,825
1045,,Mercedes-Benz Gle,400D 4Matic Hip Hop Edition,125,2925,6,4,AWD (All Wheel Drive),V,BS VI,"Front, Longitudinal",Injection,93,Diesel,1772,4924,2157,SUV,5,,,,2150,9,,5,2915,825
1046,,Mercedes-Benz Cls,300D,84.7,1950,4,,RWD (Rear Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,,Diesel,1435,4988,1890,Sedan,5,,,,,9,,5,,
1047,Bmw,X7,Xdrive 40I,104.9,2998,6,4,AWD (All Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,80,Petrol,1805,5151,2000,SUV,5,,,13.38,,8,,7,3105,326
1048,Bmw,X7,Xdrive30D Dpe Signature,102.5,2993,6,4,AWD (All Wheel Drive),In-line,BS VI,"Front, Longitudinal",Injection,80,Diesel,1805,5151,2000,SUV,5,,,13.38,,8,,7,3105,326
1049,Bmw,M4,Coupe,135.9,2979,6,4,RWD (Rear Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,60,Petrol,1383,4671,1870,Coupe,2,7.32,10.75,10.75,1612,7,121,4,2812,368
1050,Porsche,911,Carrera S,174.2,2981,6,4,AWD (All Wheel Drive),Flat,BS VI,"Rear Mid, Transverse",Injection,64,Petrol,1300,4519,1852,Coupe,2,7.9,10.7,8.9,1515,8,,4,2450,132
1051,Porsche,911,Carrera S Cabriolet,188.44,2981,6,4,AWD (All Wheel Drive),Flat,BS VI,"Rear Mid, Transverse",Injection,64,Petrol,1299,4519,1852,Convertible,2,11.6,7.6,9.1,1585,8,,4,2450,132
1052,Nissan,Gtr,3.8 V6,212.4,3799,6,4,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,74,Petrol,1370,4710,1895,Coupe,2,9,,9,1752,6,110,4,2780,249
1053,Aston Martin,Vantage,Coupe,295,3982,8,4,RWD (Rear Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,73,Petrol,1273,4465,2153,Coupe,2,5,8,8,1530,8,122,2,2704,
1054,Aston Martin,Rapide,Luxe,388.46,5935,12,4,RWD (Rear Wheel Drive),V,BS IV,"Mid, Longitudinal",Injection,90.5,Petrol,1360,5019,1929,Sedan,4,9.1,12.9,12.9,1990,8,108,4,2989,300
1055,Ferrari,812 Superfast,Superfast,520,6496,12,,AWD (All Wheel Drive),V,BS IV,"Front, Longitudinal",Injection,92,Petrol,1276,4657,1971,Coupe,2,,,14.9,1630,7,,2,2720,
1056,Maruti Suzuki,Alto 800 Tour,H1,3.54,796,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1475,3430,1490,Hatchback,5,18,23,23.7,720,5,160,5,2360,177
1057,Maruti Suzuki,Alto 800 Tour,H1 (O),3.57,796,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35,Petrol,1475,3395,1490,Hatchback,5,18,23,24.7,720,5,160,5,2360,177
1058,Hyundai,Grand I10 Nios,Magna 1.2 Crdi,6.75,1186,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,37,Diesel,1520,3805,1680,Hatchback,5,20.7,,20.7,,5,,5,2450,256
1059,Hyundai,Grand I10 Nios,Era 1.2 Vtvt,5.05,1197,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,37,Petrol,1520,3805,1680,Hatchback,5,,,20.7,935,5,165,5,2450,256
1060,Hyundai,Grand I10 Nios,Magna 1.2 Vtvt,5.9,1197,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,37,Petrol,1520,3805,1680,Hatchback,5,,,20.7,935,5,165,5,2450,256
1061,Hyundai,Grand I10 Nios,Magna Amt 1.2 Vtvt,6.43,1197,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,37,Petrol,1520,3805,1680,Hatchback,5,,,20.7,935,5,165,5,2450,256
1062,Hyundai,Grand I10 Nios,Sportz 1.2 Vtvt,6.43,1197,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,37,Petrol,1520,3805,1680,Hatchback,5,,,20.7,935,5,165,5,2450,256
1063,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Vtvt,7.03,1197,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,37,Petrol,1520,3805,1680,Hatchback,5,,,20.7,935,5,165,5,2450,256
1064,Hyundai,Grand I10 Nios,Sportz Dual Tone 1.2 Vtvt,6.73,1197,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,37,Petrol,1520,3805,1680,Hatchback,5,,,20.7,935,5,165,5,2450,256
1065,Hyundai,Grand I10 Nios,Asta 1.2 Vtvt,7.19,1197,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,37,Petrol,1520,3805,1680,Hatchback,5,,,20.7,935,5,165,5,2450,256
1066,Hyundai,Grand I10 Nios,Sportz Amt 1.2 Crdi,7.9,1186,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,37,Diesel,1520,3805,1680,Hatchback,5,,,20.7,,5,,5,2450,256
1067,Hyundai,Grand I10 Nios,Asta 1.2 Crdi,8.04,1186,3,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,37,Diesel,1520,3805,1680,Hatchback,5,,,20.7,,5,,5,2450,256
1068,Hyundai,Xcent,S 1.2,6.44,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Petrol,1520,3995,1660,Sedan,4,15.7,,20.14,,5,165,5,2425,407
1069,Hyundai,Xcent,S At 1.2,7.34,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43,Petrol,1520,3995,1660,Sedan,4,15.7,,17.36,,4,165,5,2425,407
1070,Hyundai,Xcent,Sx 1.2,7.06,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Petrol,1520,3995,1660,Sedan,4,15.7,,20.14,1100,5,165,5,2425,407
1071,Hyundai,Xcent,Sx 1.2 (O),7.82,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Petrol,1520,3995,1660,Sedan,4,15.7,,,1100,5,165,5,2425,407
1072,Hyundai,Xcent,S 1.2 Crdi,7.42,1120,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1520,3995,1660,Sedan,4,19,,,1100,5,165,5,2425,407
1073,Hyundai,Xcent,E,5.81,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,43,Petrol,1520,3995,1660,Sedan,4,15.7,,,1100,5,165,5,2425,407
1074,Hyundai,Xcent,Sx 1.2 Crdi,7.99,1120,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1520,3995,1660,Sedan,4,19,,25.4,1100,5,165,5,2425,407
1075,Hyundai,Xcent,Sx 1.2 Crdi (O),8.75,1120,3,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1520,3995,1660,Sedan,4,19,,25.4,1100,5,165,5,2425,407
1076,Hyundai,Xcent,E Crdi,6.73,1197,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1520,3995,1660,Sedan,4,19,,,1100,5,165,5,2425,407
1077,Nissan,Micra,Xl (O) Cvt,6.63,1198,3,12,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41,Petrol,1530,3825,1665,Hatchback,5,,,19.34,930,5,154,5,2450,251
1078,Nissan,Micra,Xv Cvt,7.82,1198,3,12,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41,Petrol,1530,3825,1665,Hatchback,5,,,19.34,,5,154,5,2450,251
1079,Nissan,Micra,Xld (O),7.44,1461,4,8,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41,Diesel,1525,3825,1665,Hatchback,5,,,23.08,,5,150,5,2450,251
1080,Nissan,Micra,Xvd,8.13,1461,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,41,Diesel,1525,3825,1665,Hatchback,5,19.5,19.5,23.08,1001,5,150,5,2450,251
1081,Mahindra,Bolero,Zlx,9.42,2523,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1880,4107,1745,SUV,5,9.4,13.6,15.96,1615,5,180,7,2680,1702
1082,Mahindra,Bolero,Slx,9.17,2523,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1880,4107,1745,SUV,5,12.3,15.5,15.96,1615,5,180,7,2680,
1083,Mahindra,Bolero,Sle,8.61,2523,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1880,4107,1745,SUV,5,12.3,15.5,15.96,1615,5,180,7,2680,
1084,Mahindra,Bolero,Ex,8.16,2523,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1910,4221,1745,SUV,5,9.4,13.6,15.96,1615,5,183,7,2794,
1085,Mahindra,Bolero,Ex Non Ac,7.74,2523,4,2,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,60,Diesel,1910,4221,1745,SUV,5,9.4,13.6,15.96,1615,5,183,7,2794,
1086,Maruti Suzuki,Ciaz,1.3L Alpha Smart Hybrid,11.03,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,28.09,,28.09,1105,5,170,5,2650,510
1087,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,9.2,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,28.09,,28.09,1105,5,170,5,2650,510
1088,Maruti Suzuki,Ciaz,1.3L Delta Smart Hybrid,9.81,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,28.09,,28.09,1105,5,170,5,2650,510
1089,Maruti Suzuki,Ciaz,1.3L Zeta Smart Hybrid,10.63,1248,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,28.09,,28.09,1105,5,170,5,2650,510
1090,Maruti Suzuki,Ciaz,1.5L Sigma Smart Hybrid,8.2,1462,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,,,21.56,1010,5,170,5,2650,510
1091,Maruti Suzuki,Ciaz,1.5L Delta Smart Hybrid,8.82,1462,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,,,21.56,1010,5,170,5,2650,510
1092,Maruti Suzuki,Ciaz,1.5L Zeta Smart Hybrid,9.59,1462,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,21.56,,21.56,1010,5,170,5,2650,510
1093,Maruti Suzuki,Ciaz,1.5L Alpha Smart Hybrid,9.98,1462,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,,,21.56,1010,5,170,5,2650,510
1094,Maruti Suzuki,Ciaz,1.5L Delta At Smart Hybrid,9.81,1462,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,,,20.28,1010,4,170,5,2650,510
1095,Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,10.59,1462,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,,,20.28,1010,4,170,5,2650,510
1096,Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,10.99,1462,4,4,FWD (Front Wheel Drive),In-line,BS VI,"Front, Transverse",Injection,43,Petrol,1485,4490,1730,Sedan,4,,,20.28,1010,4,170,5,2650,510
1097,Maruti Suzuki,Ciaz,1.5L Alpha,11.38,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,26.82,,26.82,1105,6,170,5,2650,510
1098,Maruti Suzuki,Ciaz,1.5L Delta,9.98,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,26032,,26.32,1105,6,170,5,2650,510
1099,Maruti Suzuki,Ciaz,1.5L Zeta,11.09,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,43,Diesel,1485,4490,1730,Sedan,4,26.32,,26.32,1105,6,170,5,2650,510
1100,Skoda,Rapid,1.6 Mpi Ambition,9.99,1598,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12,15.41,15.41,1137,5,163,5,2552,460
1101,Skoda,Rapid,1.5 Tdi Cr Active,10.06,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1466,4413,1699,Sedan,4,14.5,21.13,21.13,1210,5,163,5,2552,460
1102,Skoda,Rapid,1.6 Mpi Active,8.82,1598,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12,15.41,15.41,1137,5,163,5,2552,460
1103,Skoda,Rapid,1.5 Tdi Cr Ambition,11.3,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1466,4413,1699,Sedan,4,14.5,21.13,21.13,1210,5,163,5,2552,460
1104,Skoda,Rapid,1.5 Tdi Cr Ambition At,12.5,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1466,4413,1699,Sedan,4,14.5,21.72,21.72,1228,7,163,5,2552,460
1105,Skoda,Rapid,1.6 Mpi Style At,12.44,1598,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12,14.84,14.84,1187,7,163,5,2552,460
1106,Skoda,Rapid,1.5 Tdi Cr Style At,14,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1466,4413,1699,Sedan,4,18,21.72,21.72,1228,5,163,5,2552,460
1107,Skoda,Rapid,1.5 Tdi Cr Style,12.74,1498,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Diesel,1466,4413,1699,Sedan,4,18,21.13,21.13,1210,5,163,5,2552,460
1108,Skoda,Rapid,1.6 Mpi Style,11.16,1598,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12,15.41,15.41,1137,5,163,5,2552,460
1109,Skoda,Rapid,1.6 Mpi Ambition At,10,1598,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12,14.84,14.84,1187,5,163,5,2552,460
1110,Skoda,Rapid,Onyx Mt Petrol,9.76,1598,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55,Petrol,1466,4413,1699,Sedan,4,12,15.41,15.41,1137,5,163,5,2552,460
